no.;lokasi;hari;jam;file
44;jalan jenderal sudirman semarang;Rabu;12.55;data/traffic_jalan jenderal sudirman semarang_Rabu-12.55.png
45;jalan jenderal sudirman semarang;Rabu;13.05;data/traffic_jalan jenderal sudirman semarang_Rabu-13.05.png
46;jalan jenderal sudirman semarang;Rabu;13.15;data/traffic_jalan jenderal sudirman semarang_Rabu-13.15.png
47;jalan jenderal sudirman semarang;Rabu;13.25;data/traffic_jalan jenderal sudirman semarang_Rabu-13.25.png
48;jalan jenderal sudirman semarang;Rabu;13.35;data/traffic_jalan jenderal sudirman semarang_Rabu-13.35.png
49;jalan jenderal sudirman semarang;Rabu;13.45;data/traffic_jalan jenderal sudirman semarang_Rabu-13.45.png
50;jalan jenderal sudirman semarang;Rabu;13.55;data/traffic_jalan jenderal sudirman semarang_Rabu-13.55.png
51;jalan jenderal sudirman semarang;Rabu;14.00;data/traffic_jalan jenderal sudirman semarang_Rabu-14.00.png
52;jalan jenderal sudirman semarang;Rabu;14.10;data/traffic_jalan jenderal sudirman semarang_Rabu-14.10.png
53;jalan jenderal sudirman semarang;Rabu;14.20;data/traffic_jalan jenderal sudirman semarang_Rabu-14.20.png
54;jalan jenderal sudirman semarang;Rabu;14.30;data/traffic_jalan jenderal sudirman semarang_Rabu-14.30.png
55;jalan jenderal sudirman semarang;Rabu;14.40;data/traffic_jalan jenderal sudirman semarang_Rabu-14.40.png
56;jalan jenderal sudirman semarang;Rabu;14.50;data/traffic_jalan jenderal sudirman semarang_Rabu-14.50.png
57;jalan jenderal sudirman semarang;Rabu;15.00;data/traffic_jalan jenderal sudirman semarang_Rabu-15.00.png
58;jalan jenderal sudirman semarang;Rabu;15.10;data/traffic_jalan jenderal sudirman semarang_Rabu-15.10.png
59;jalan jenderal sudirman semarang;Rabu;15.20;data/traffic_jalan jenderal sudirman semarang_Rabu-15.20.png
60;jalan jenderal sudirman semarang;Rabu;15.30;data/traffic_jalan jenderal sudirman semarang_Rabu-15.30.png
61;jalan jenderal sudirman semarang;Rabu;15.40;data/traffic_jalan jenderal sudirman semarang_Rabu-15.40.png
62;jalan jenderal sudirman semarang;Rabu;15.50;data/traffic_jalan jenderal sudirman semarang_Rabu-15.50.png
63;jalan jenderal sudirman semarang;Rabu;16.00;data/traffic_jalan jenderal sudirman semarang_Rabu-16.00.png
64;jalan jenderal sudirman semarang;Rabu;16.05;data/traffic_jalan jenderal sudirman semarang_Rabu-16.05.png
65;jalan jenderal sudirman semarang;Rabu;16.15;data/traffic_jalan jenderal sudirman semarang_Rabu-16.15.png
66;jalan jenderal sudirman semarang;Rabu;16.25;data/traffic_jalan jenderal sudirman semarang_Rabu-16.25.png
67;jalan jenderal sudirman semarang;Rabu;16.35;data/traffic_jalan jenderal sudirman semarang_Rabu-16.35.png
68;jalan jenderal sudirman semarang;Rabu;16.45;data/traffic_jalan jenderal sudirman semarang_Rabu-16.45.png
69;jalan jenderal sudirman semarang;Rabu;16.55;data/traffic_jalan jenderal sudirman semarang_Rabu-16.55.png
70;jalan jenderal sudirman semarang;Rabu;17.05;data/traffic_jalan jenderal sudirman semarang_Rabu-17.05.png
71;jalan jenderal sudirman semarang;Rabu;17.15;data/traffic_jalan jenderal sudirman semarang_Rabu-17.15.png
72;jalan jenderal sudirman semarang;Rabu;17.25;data/traffic_jalan jenderal sudirman semarang_Rabu-17.25.png
73;jalan jenderal sudirman semarang;Rabu;17.35;data/traffic_jalan jenderal sudirman semarang_Rabu-17.35.png
74;jalan jenderal sudirman semarang;Rabu;17.45;data/traffic_jalan jenderal sudirman semarang_Rabu-17.45.png
75;jalan jenderal sudirman semarang;Rabu;17.55;data/traffic_jalan jenderal sudirman semarang_Rabu-17.55.png
76;jalan jenderal sudirman semarang;Rabu;18.00;data/traffic_jalan jenderal sudirman semarang_Rabu-18.00.png
77;jalan jenderal sudirman semarang;Rabu;18.10;data/traffic_jalan jenderal sudirman semarang_Rabu-18.10.png
78;jalan jenderal sudirman semarang;Rabu;18.20;data/traffic_jalan jenderal sudirman semarang_Rabu-18.20.png
79;jalan jenderal sudirman semarang;Rabu;18.30;data/traffic_jalan jenderal sudirman semarang_Rabu-18.30.png
80;jalan jenderal sudirman semarang;Rabu;18.40;data/traffic_jalan jenderal sudirman semarang_Rabu-18.40.png
81;jalan jenderal sudirman semarang;Rabu;18.50;data/traffic_jalan jenderal sudirman semarang_Rabu-18.50.png
82;jalan jenderal sudirman semarang;Rabu;19.00;data/traffic_jalan jenderal sudirman semarang_Rabu-19.00.png
83;jalan jenderal sudirman semarang;Rabu;19.10;data/traffic_jalan jenderal sudirman semarang_Rabu-19.10.png
84;jalan jenderal sudirman semarang;Rabu;19.20;data/traffic_jalan jenderal sudirman semarang_Rabu-19.20.png
85;jalan jenderal sudirman semarang;Rabu;19.30;data/traffic_jalan jenderal sudirman semarang_Rabu-19.30.png
86;jalan jenderal sudirman semarang;Rabu;19.40;data/traffic_jalan jenderal sudirman semarang_Rabu-19.40.png
87;jalan jenderal sudirman semarang;Rabu;19.50;data/traffic_jalan jenderal sudirman semarang_Rabu-19.50.png
88;jalan jenderal sudirman semarang;Rabu;20.00;data/traffic_jalan jenderal sudirman semarang_Rabu-20.00.png
89;jalan jenderal sudirman semarang;Rabu;20.05;data/traffic_jalan jenderal sudirman semarang_Rabu-20.05.png
90;jalan jenderal sudirman semarang;Rabu;20.15;data/traffic_jalan jenderal sudirman semarang_Rabu-20.15.png
91;jalan jenderal sudirman semarang;Rabu;20.25;data/traffic_jalan jenderal sudirman semarang_Rabu-20.25.png
92;jalan jenderal sudirman semarang;Rabu;20.35;data/traffic_jalan jenderal sudirman semarang_Rabu-20.35.png
93;jalan jenderal sudirman semarang;Rabu;20.45;data/traffic_jalan jenderal sudirman semarang_Rabu-20.45.png
94;jalan jenderal sudirman semarang;Rabu;20.55;data/traffic_jalan jenderal sudirman semarang_Rabu-20.55.png
95;jalan jenderal sudirman semarang;Rabu;21.05;data/traffic_jalan jenderal sudirman semarang_Rabu-21.05.png
96;jalan jenderal sudirman semarang;Rabu;21.15;data/traffic_jalan jenderal sudirman semarang_Rabu-21.15.png
97;jalan jenderal sudirman semarang;Rabu;21.25;data/traffic_jalan jenderal sudirman semarang_Rabu-21.25.png
98;jalan jenderal sudirman semarang;Rabu;21.35;data/traffic_jalan jenderal sudirman semarang_Rabu-21.35.png
99;jalan jenderal sudirman semarang;Rabu;21.45;data/traffic_jalan jenderal sudirman semarang_Rabu-21.45.png
100;jalan jenderal sudirman semarang;Rabu;21.55;data/traffic_jalan jenderal sudirman semarang_Rabu-21.55.png
101;jalan jenderal sudirman semarang;Rabu;22.00;data/traffic_jalan jenderal sudirman semarang_Rabu-22.00.png
1;jalan jenderal sudirman semarang;Kamis;06.00;data/traffic_jalan jenderal sudirman semarang_Kamis-06.00.png
2;jalan jenderal sudirman semarang;Kamis;06.10;data/traffic_jalan jenderal sudirman semarang_Kamis-06.10.png
3;jalan jenderal sudirman semarang;Kamis;06.20;data/traffic_jalan jenderal sudirman semarang_Kamis-06.20.png
4;jalan jenderal sudirman semarang;Kamis;06.30;data/traffic_jalan jenderal sudirman semarang_Kamis-06.30.png
5;jalan jenderal sudirman semarang;Kamis;06.40;data/traffic_jalan jenderal sudirman semarang_Kamis-06.40.png
6;jalan jenderal sudirman semarang;Kamis;06.50;data/traffic_jalan jenderal sudirman semarang_Kamis-06.50.png
7;jalan jenderal sudirman semarang;Kamis;07.00;data/traffic_jalan jenderal sudirman semarang_Kamis-07.00.png
8;jalan jenderal sudirman semarang;Kamis;07.10;data/traffic_jalan jenderal sudirman semarang_Kamis-07.10.png
9;jalan jenderal sudirman semarang;Kamis;07.20;data/traffic_jalan jenderal sudirman semarang_Kamis-07.20.png
10;jalan jenderal sudirman semarang;Kamis;07.30;data/traffic_jalan jenderal sudirman semarang_Kamis-07.30.png
11;jalan jenderal sudirman semarang;Kamis;07.40;data/traffic_jalan jenderal sudirman semarang_Kamis-07.40.png
12;jalan jenderal sudirman semarang;Kamis;07.50;data/traffic_jalan jenderal sudirman semarang_Kamis-07.50.png
13;jalan jenderal sudirman semarang;Kamis;08.00;data/traffic_jalan jenderal sudirman semarang_Kamis-08.00.png
14;jalan jenderal sudirman semarang;Kamis;08.05;data/traffic_jalan jenderal sudirman semarang_Kamis-08.05.png
15;jalan jenderal sudirman semarang;Kamis;08.15;data/traffic_jalan jenderal sudirman semarang_Kamis-08.15.png
16;jalan jenderal sudirman semarang;Kamis;08.25;data/traffic_jalan jenderal sudirman semarang_Kamis-08.25.png
17;jalan jenderal sudirman semarang;Kamis;08.35;data/traffic_jalan jenderal sudirman semarang_Kamis-08.35.png
18;jalan jenderal sudirman semarang;Kamis;08.45;data/traffic_jalan jenderal sudirman semarang_Kamis-08.45.png
19;jalan jenderal sudirman semarang;Kamis;08.55;data/traffic_jalan jenderal sudirman semarang_Kamis-08.55.png
20;jalan jenderal sudirman semarang;Kamis;09.05;data/traffic_jalan jenderal sudirman semarang_Kamis-09.05.png
21;jalan jenderal sudirman semarang;Kamis;09.15;data/traffic_jalan jenderal sudirman semarang_Kamis-09.15.png
22;jalan jenderal sudirman semarang;Kamis;09.25;data/traffic_jalan jenderal sudirman semarang_Kamis-09.25.png
23;jalan jenderal sudirman semarang;Kamis;09.35;data/traffic_jalan jenderal sudirman semarang_Kamis-09.35.png
24;jalan jenderal sudirman semarang;Kamis;09.45;data/traffic_jalan jenderal sudirman semarang_Kamis-09.45.png
25;jalan jenderal sudirman semarang;Kamis;09.55;data/traffic_jalan jenderal sudirman semarang_Kamis-09.55.png
26;jalan jenderal sudirman semarang;Kamis;10.00;data/traffic_jalan jenderal sudirman semarang_Kamis-10.00.png
27;jalan jenderal sudirman semarang;Kamis;10.10;data/traffic_jalan jenderal sudirman semarang_Kamis-10.10.png
28;jalan jenderal sudirman semarang;Kamis;10.20;data/traffic_jalan jenderal sudirman semarang_Kamis-10.20.png
29;jalan jenderal sudirman semarang;Kamis;10.30;data/traffic_jalan jenderal sudirman semarang_Kamis-10.30.png
30;jalan jenderal sudirman semarang;Kamis;10.40;data/traffic_jalan jenderal sudirman semarang_Kamis-10.40.png
31;jalan jenderal sudirman semarang;Kamis;10.50;data/traffic_jalan jenderal sudirman semarang_Kamis-10.50.png
32;jalan jenderal sudirman semarang;Kamis;11.00;data/traffic_jalan jenderal sudirman semarang_Kamis-11.00.png
33;jalan jenderal sudirman semarang;Kamis;11.10;data/traffic_jalan jenderal sudirman semarang_Kamis-11.10.png
34;jalan jenderal sudirman semarang;Kamis;11.20;data/traffic_jalan jenderal sudirman semarang_Kamis-11.20.png
35;jalan jenderal sudirman semarang;Kamis;11.30;data/traffic_jalan jenderal sudirman semarang_Kamis-11.30.png
36;jalan jenderal sudirman semarang;Kamis;11.40;data/traffic_jalan jenderal sudirman semarang_Kamis-11.40.png
37;jalan jenderal sudirman semarang;Kamis;11.50;data/traffic_jalan jenderal sudirman semarang_Kamis-11.50.png
38;jalan jenderal sudirman semarang;Kamis;12.00;data/traffic_jalan jenderal sudirman semarang_Kamis-12.00.png
39;jalan jenderal sudirman semarang;Kamis;12.05;data/traffic_jalan jenderal sudirman semarang_Kamis-12.05.png
40;jalan jenderal sudirman semarang;Kamis;12.15;data/traffic_jalan jenderal sudirman semarang_Kamis-12.15.png
41;jalan jenderal sudirman semarang;Kamis;12.25;data/traffic_jalan jenderal sudirman semarang_Kamis-12.25.png
42;jalan jenderal sudirman semarang;Kamis;12.35;data/traffic_jalan jenderal sudirman semarang_Kamis-12.35.png
43;jalan jenderal sudirman semarang;Kamis;12.45;data/traffic_jalan jenderal sudirman semarang_Kamis-12.45.png
44;jalan jenderal sudirman semarang;Kamis;12.55;data/traffic_jalan jenderal sudirman semarang_Kamis-12.55.png
45;jalan jenderal sudirman semarang;Kamis;13.05;data/traffic_jalan jenderal sudirman semarang_Kamis-13.05.png
46;jalan jenderal sudirman semarang;Kamis;13.15;data/traffic_jalan jenderal sudirman semarang_Kamis-13.15.png
47;jalan jenderal sudirman semarang;Kamis;13.25;data/traffic_jalan jenderal sudirman semarang_Kamis-13.25.png
48;jalan jenderal sudirman semarang;Kamis;13.35;data/traffic_jalan jenderal sudirman semarang_Kamis-13.35.png
49;jalan jenderal sudirman semarang;Kamis;13.45;data/traffic_jalan jenderal sudirman semarang_Kamis-13.45.png
50;jalan jenderal sudirman semarang;Kamis;13.55;data/traffic_jalan jenderal sudirman semarang_Kamis-13.55.png
51;jalan jenderal sudirman semarang;Kamis;14.00;data/traffic_jalan jenderal sudirman semarang_Kamis-14.00.png
52;jalan jenderal sudirman semarang;Kamis;14.10;data/traffic_jalan jenderal sudirman semarang_Kamis-14.10.png
53;jalan jenderal sudirman semarang;Kamis;14.20;data/traffic_jalan jenderal sudirman semarang_Kamis-14.20.png
54;jalan jenderal sudirman semarang;Kamis;14.30;data/traffic_jalan jenderal sudirman semarang_Kamis-14.30.png
55;jalan jenderal sudirman semarang;Kamis;14.40;data/traffic_jalan jenderal sudirman semarang_Kamis-14.40.png
56;jalan jenderal sudirman semarang;Kamis;14.50;data/traffic_jalan jenderal sudirman semarang_Kamis-14.50.png
57;jalan jenderal sudirman semarang;Kamis;15.00;data/traffic_jalan jenderal sudirman semarang_Kamis-15.00.png
58;jalan jenderal sudirman semarang;Kamis;15.10;data/traffic_jalan jenderal sudirman semarang_Kamis-15.10.png
59;jalan jenderal sudirman semarang;Kamis;15.20;data/traffic_jalan jenderal sudirman semarang_Kamis-15.20.png
60;jalan jenderal sudirman semarang;Kamis;15.30;data/traffic_jalan jenderal sudirman semarang_Kamis-15.30.png
61;jalan jenderal sudirman semarang;Kamis;15.40;data/traffic_jalan jenderal sudirman semarang_Kamis-15.40.png
62;jalan jenderal sudirman semarang;Kamis;15.50;data/traffic_jalan jenderal sudirman semarang_Kamis-15.50.png
63;jalan jenderal sudirman semarang;Kamis;16.00;data/traffic_jalan jenderal sudirman semarang_Kamis-16.00.png
64;jalan jenderal sudirman semarang;Kamis;16.05;data/traffic_jalan jenderal sudirman semarang_Kamis-16.05.png
65;jalan jenderal sudirman semarang;Kamis;16.15;data/traffic_jalan jenderal sudirman semarang_Kamis-16.15.png
66;jalan jenderal sudirman semarang;Kamis;16.25;data/traffic_jalan jenderal sudirman semarang_Kamis-16.25.png
67;jalan jenderal sudirman semarang;Kamis;16.35;data/traffic_jalan jenderal sudirman semarang_Kamis-16.35.png
68;jalan jenderal sudirman semarang;Kamis;16.45;data/traffic_jalan jenderal sudirman semarang_Kamis-16.45.png
69;jalan jenderal sudirman semarang;Kamis;16.55;data/traffic_jalan jenderal sudirman semarang_Kamis-16.55.png
70;jalan jenderal sudirman semarang;Kamis;17.05;data/traffic_jalan jenderal sudirman semarang_Kamis-17.05.png
71;jalan jenderal sudirman semarang;Kamis;17.15;data/traffic_jalan jenderal sudirman semarang_Kamis-17.15.png
72;jalan jenderal sudirman semarang;Kamis;17.25;data/traffic_jalan jenderal sudirman semarang_Kamis-17.25.png
73;jalan jenderal sudirman semarang;Kamis;17.35;data/traffic_jalan jenderal sudirman semarang_Kamis-17.35.png
74;jalan jenderal sudirman semarang;Kamis;17.45;data/traffic_jalan jenderal sudirman semarang_Kamis-17.45.png
75;jalan jenderal sudirman semarang;Kamis;17.55;data/traffic_jalan jenderal sudirman semarang_Kamis-17.55.png
76;jalan jenderal sudirman semarang;Kamis;18.00;data/traffic_jalan jenderal sudirman semarang_Kamis-18.00.png
77;jalan jenderal sudirman semarang;Kamis;18.10;data/traffic_jalan jenderal sudirman semarang_Kamis-18.10.png
78;jalan jenderal sudirman semarang;Kamis;18.20;data/traffic_jalan jenderal sudirman semarang_Kamis-18.20.png
79;jalan jenderal sudirman semarang;Kamis;18.30;data/traffic_jalan jenderal sudirman semarang_Kamis-18.30.png
80;jalan jenderal sudirman semarang;Kamis;18.40;data/traffic_jalan jenderal sudirman semarang_Kamis-18.40.png
81;jalan jenderal sudirman semarang;Kamis;18.50;data/traffic_jalan jenderal sudirman semarang_Kamis-18.50.png
82;jalan jenderal sudirman semarang;Kamis;19.00;data/traffic_jalan jenderal sudirman semarang_Kamis-19.00.png
83;jalan jenderal sudirman semarang;Kamis;19.10;data/traffic_jalan jenderal sudirman semarang_Kamis-19.10.png
84;jalan jenderal sudirman semarang;Kamis;19.20;data/traffic_jalan jenderal sudirman semarang_Kamis-19.20.png
85;jalan jenderal sudirman semarang;Kamis;19.30;data/traffic_jalan jenderal sudirman semarang_Kamis-19.30.png
86;jalan jenderal sudirman semarang;Kamis;19.40;data/traffic_jalan jenderal sudirman semarang_Kamis-19.40.png
87;jalan jenderal sudirman semarang;Kamis;19.50;data/traffic_jalan jenderal sudirman semarang_Kamis-19.50.png
88;jalan jenderal sudirman semarang;Kamis;20.00;data/traffic_jalan jenderal sudirman semarang_Kamis-20.00.png
89;jalan jenderal sudirman semarang;Kamis;20.05;data/traffic_jalan jenderal sudirman semarang_Kamis-20.05.png
90;jalan jenderal sudirman semarang;Kamis;20.15;data/traffic_jalan jenderal sudirman semarang_Kamis-20.15.png
91;jalan jenderal sudirman semarang;Kamis;20.25;data/traffic_jalan jenderal sudirman semarang_Kamis-20.25.png
92;jalan jenderal sudirman semarang;Kamis;20.35;data/traffic_jalan jenderal sudirman semarang_Kamis-20.35.png
93;jalan jenderal sudirman semarang;Kamis;20.45;data/traffic_jalan jenderal sudirman semarang_Kamis-20.45.png
94;jalan jenderal sudirman semarang;Kamis;20.55;data/traffic_jalan jenderal sudirman semarang_Kamis-20.55.png
95;jalan jenderal sudirman semarang;Kamis;21.05;data/traffic_jalan jenderal sudirman semarang_Kamis-21.05.png
96;jalan jenderal sudirman semarang;Kamis;21.15;data/traffic_jalan jenderal sudirman semarang_Kamis-21.15.png
97;jalan jenderal sudirman semarang;Kamis;21.25;data/traffic_jalan jenderal sudirman semarang_Kamis-21.25.png
98;jalan jenderal sudirman semarang;Kamis;21.35;data/traffic_jalan jenderal sudirman semarang_Kamis-21.35.png
99;jalan jenderal sudirman semarang;Kamis;21.45;data/traffic_jalan jenderal sudirman semarang_Kamis-21.45.png
100;jalan jenderal sudirman semarang;Kamis;21.55;data/traffic_jalan jenderal sudirman semarang_Kamis-21.55.png
101;jalan jenderal sudirman semarang;Kamis;22.00;data/traffic_jalan jenderal sudirman semarang_Kamis-22.00.png
1;jalan jenderal sudirman semarang;Jumat;06.00;data/traffic_jalan jenderal sudirman semarang_Jumat-06.00.png
2;jalan jenderal sudirman semarang;Jumat;06.10;data/traffic_jalan jenderal sudirman semarang_Jumat-06.10.png
3;jalan jenderal sudirman semarang;Jumat;06.20;data/traffic_jalan jenderal sudirman semarang_Jumat-06.20.png
4;jalan jenderal sudirman semarang;Jumat;06.30;data/traffic_jalan jenderal sudirman semarang_Jumat-06.30.png
5;jalan jenderal sudirman semarang;Jumat;06.40;data/traffic_jalan jenderal sudirman semarang_Jumat-06.40.png
6;jalan jenderal sudirman semarang;Jumat;06.50;data/traffic_jalan jenderal sudirman semarang_Jumat-06.50.png
7;jalan jenderal sudirman semarang;Jumat;07.00;data/traffic_jalan jenderal sudirman semarang_Jumat-07.00.png
8;jalan jenderal sudirman semarang;Jumat;07.10;data/traffic_jalan jenderal sudirman semarang_Jumat-07.10.png
9;jalan jenderal sudirman semarang;Jumat;07.20;data/traffic_jalan jenderal sudirman semarang_Jumat-07.20.png
10;jalan jenderal sudirman semarang;Jumat;07.30;data/traffic_jalan jenderal sudirman semarang_Jumat-07.30.png
11;jalan jenderal sudirman semarang;Jumat;07.40;data/traffic_jalan jenderal sudirman semarang_Jumat-07.40.png
12;jalan jenderal sudirman semarang;Jumat;07.50;data/traffic_jalan jenderal sudirman semarang_Jumat-07.50.png
13;jalan jenderal sudirman semarang;Jumat;08.00;data/traffic_jalan jenderal sudirman semarang_Jumat-08.00.png
14;jalan jenderal sudirman semarang;Jumat;08.05;data/traffic_jalan jenderal sudirman semarang_Jumat-08.05.png
15;jalan jenderal sudirman semarang;Jumat;08.15;data/traffic_jalan jenderal sudirman semarang_Jumat-08.15.png
16;jalan jenderal sudirman semarang;Jumat;08.25;data/traffic_jalan jenderal sudirman semarang_Jumat-08.25.png
17;jalan jenderal sudirman semarang;Jumat;08.35;data/traffic_jalan jenderal sudirman semarang_Jumat-08.35.png
18;jalan jenderal sudirman semarang;Jumat;08.45;data/traffic_jalan jenderal sudirman semarang_Jumat-08.45.png
19;jalan jenderal sudirman semarang;Jumat;08.55;data/traffic_jalan jenderal sudirman semarang_Jumat-08.55.png
20;jalan jenderal sudirman semarang;Jumat;09.05;data/traffic_jalan jenderal sudirman semarang_Jumat-09.05.png
21;jalan jenderal sudirman semarang;Jumat;09.15;data/traffic_jalan jenderal sudirman semarang_Jumat-09.15.png
22;jalan jenderal sudirman semarang;Jumat;09.25;data/traffic_jalan jenderal sudirman semarang_Jumat-09.25.png
23;jalan jenderal sudirman semarang;Jumat;09.35;data/traffic_jalan jenderal sudirman semarang_Jumat-09.35.png
24;jalan jenderal sudirman semarang;Jumat;09.45;data/traffic_jalan jenderal sudirman semarang_Jumat-09.45.png
25;jalan jenderal sudirman semarang;Jumat;09.55;data/traffic_jalan jenderal sudirman semarang_Jumat-09.55.png
26;jalan jenderal sudirman semarang;Jumat;10.00;data/traffic_jalan jenderal sudirman semarang_Jumat-10.00.png
27;jalan jenderal sudirman semarang;Jumat;10.10;data/traffic_jalan jenderal sudirman semarang_Jumat-10.10.png
28;jalan jenderal sudirman semarang;Jumat;10.20;data/traffic_jalan jenderal sudirman semarang_Jumat-10.20.png
29;jalan jenderal sudirman semarang;Jumat;10.30;data/traffic_jalan jenderal sudirman semarang_Jumat-10.30.png
30;jalan jenderal sudirman semarang;Jumat;10.40;data/traffic_jalan jenderal sudirman semarang_Jumat-10.40.png
31;jalan jenderal sudirman semarang;Jumat;10.50;data/traffic_jalan jenderal sudirman semarang_Jumat-10.50.png
32;jalan jenderal sudirman semarang;Jumat;11.00;data/traffic_jalan jenderal sudirman semarang_Jumat-11.00.png
33;jalan jenderal sudirman semarang;Jumat;11.10;data/traffic_jalan jenderal sudirman semarang_Jumat-11.10.png
34;jalan jenderal sudirman semarang;Jumat;11.20;data/traffic_jalan jenderal sudirman semarang_Jumat-11.20.png
35;jalan jenderal sudirman semarang;Jumat;11.30;data/traffic_jalan jenderal sudirman semarang_Jumat-11.30.png
36;jalan jenderal sudirman semarang;Jumat;11.40;data/traffic_jalan jenderal sudirman semarang_Jumat-11.40.png
37;jalan jenderal sudirman semarang;Jumat;11.50;data/traffic_jalan jenderal sudirman semarang_Jumat-11.50.png
38;jalan jenderal sudirman semarang;Jumat;12.00;data/traffic_jalan jenderal sudirman semarang_Jumat-12.00.png
39;jalan jenderal sudirman semarang;Jumat;12.05;data/traffic_jalan jenderal sudirman semarang_Jumat-12.05.png
40;jalan jenderal sudirman semarang;Jumat;12.15;data/traffic_jalan jenderal sudirman semarang_Jumat-12.15.png
41;jalan jenderal sudirman semarang;Jumat;12.25;data/traffic_jalan jenderal sudirman semarang_Jumat-12.25.png
42;jalan jenderal sudirman semarang;Jumat;12.35;data/traffic_jalan jenderal sudirman semarang_Jumat-12.35.png
43;jalan jenderal sudirman semarang;Jumat;12.45;data/traffic_jalan jenderal sudirman semarang_Jumat-12.45.png
44;jalan jenderal sudirman semarang;Jumat;12.55;data/traffic_jalan jenderal sudirman semarang_Jumat-12.55.png
45;jalan jenderal sudirman semarang;Jumat;13.05;data/traffic_jalan jenderal sudirman semarang_Jumat-13.05.png
46;jalan jenderal sudirman semarang;Jumat;13.15;data/traffic_jalan jenderal sudirman semarang_Jumat-13.15.png
47;jalan jenderal sudirman semarang;Jumat;13.25;data/traffic_jalan jenderal sudirman semarang_Jumat-13.25.png
48;jalan jenderal sudirman semarang;Jumat;13.35;data/traffic_jalan jenderal sudirman semarang_Jumat-13.35.png
49;jalan jenderal sudirman semarang;Jumat;13.45;data/traffic_jalan jenderal sudirman semarang_Jumat-13.45.png
50;jalan jenderal sudirman semarang;Jumat;13.55;data/traffic_jalan jenderal sudirman semarang_Jumat-13.55.png
51;jalan jenderal sudirman semarang;Jumat;14.00;data/traffic_jalan jenderal sudirman semarang_Jumat-14.00.png
52;jalan jenderal sudirman semarang;Jumat;14.10;data/traffic_jalan jenderal sudirman semarang_Jumat-14.10.png
53;jalan jenderal sudirman semarang;Jumat;14.20;data/traffic_jalan jenderal sudirman semarang_Jumat-14.20.png
54;jalan jenderal sudirman semarang;Jumat;14.30;data/traffic_jalan jenderal sudirman semarang_Jumat-14.30.png
55;jalan jenderal sudirman semarang;Jumat;14.40;data/traffic_jalan jenderal sudirman semarang_Jumat-14.40.png
56;jalan jenderal sudirman semarang;Jumat;14.50;data/traffic_jalan jenderal sudirman semarang_Jumat-14.50.png
57;jalan jenderal sudirman semarang;Jumat;15.00;data/traffic_jalan jenderal sudirman semarang_Jumat-15.00.png
58;jalan jenderal sudirman semarang;Jumat;15.10;data/traffic_jalan jenderal sudirman semarang_Jumat-15.10.png
59;jalan jenderal sudirman semarang;Jumat;15.20;data/traffic_jalan jenderal sudirman semarang_Jumat-15.20.png
60;jalan jenderal sudirman semarang;Jumat;15.30;data/traffic_jalan jenderal sudirman semarang_Jumat-15.30.png
61;jalan jenderal sudirman semarang;Jumat;15.40;data/traffic_jalan jenderal sudirman semarang_Jumat-15.40.png
62;jalan jenderal sudirman semarang;Jumat;15.50;data/traffic_jalan jenderal sudirman semarang_Jumat-15.50.png
63;jalan jenderal sudirman semarang;Jumat;16.00;data/traffic_jalan jenderal sudirman semarang_Jumat-16.00.png
64;jalan jenderal sudirman semarang;Jumat;16.05;data/traffic_jalan jenderal sudirman semarang_Jumat-16.05.png
65;jalan jenderal sudirman semarang;Jumat;16.15;data/traffic_jalan jenderal sudirman semarang_Jumat-16.15.png
66;jalan jenderal sudirman semarang;Jumat;16.25;data/traffic_jalan jenderal sudirman semarang_Jumat-16.25.png
67;jalan jenderal sudirman semarang;Jumat;16.35;data/traffic_jalan jenderal sudirman semarang_Jumat-16.35.png
68;jalan jenderal sudirman semarang;Jumat;16.45;data/traffic_jalan jenderal sudirman semarang_Jumat-16.45.png
69;jalan jenderal sudirman semarang;Jumat;16.55;data/traffic_jalan jenderal sudirman semarang_Jumat-16.55.png
70;jalan jenderal sudirman semarang;Jumat;17.05;data/traffic_jalan jenderal sudirman semarang_Jumat-17.05.png
71;jalan jenderal sudirman semarang;Jumat;17.15;data/traffic_jalan jenderal sudirman semarang_Jumat-17.15.png
72;jalan jenderal sudirman semarang;Jumat;17.25;data/traffic_jalan jenderal sudirman semarang_Jumat-17.25.png
73;jalan jenderal sudirman semarang;Jumat;17.35;data/traffic_jalan jenderal sudirman semarang_Jumat-17.35.png
74;jalan jenderal sudirman semarang;Jumat;17.45;data/traffic_jalan jenderal sudirman semarang_Jumat-17.45.png
75;jalan jenderal sudirman semarang;Jumat;17.55;data/traffic_jalan jenderal sudirman semarang_Jumat-17.55.png
76;jalan jenderal sudirman semarang;Jumat;18.00;data/traffic_jalan jenderal sudirman semarang_Jumat-18.00.png
77;jalan jenderal sudirman semarang;Jumat;18.10;data/traffic_jalan jenderal sudirman semarang_Jumat-18.10.png
78;jalan jenderal sudirman semarang;Jumat;18.20;data/traffic_jalan jenderal sudirman semarang_Jumat-18.20.png
79;jalan jenderal sudirman semarang;Jumat;18.30;data/traffic_jalan jenderal sudirman semarang_Jumat-18.30.png
80;jalan jenderal sudirman semarang;Jumat;18.40;data/traffic_jalan jenderal sudirman semarang_Jumat-18.40.png
81;jalan jenderal sudirman semarang;Jumat;18.50;data/traffic_jalan jenderal sudirman semarang_Jumat-18.50.png
82;jalan jenderal sudirman semarang;Jumat;19.00;data/traffic_jalan jenderal sudirman semarang_Jumat-19.00.png
